class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,21.12,p,y,w,f,,,w,26.23,21.44,s,,n,,,t,m,,d,a
e,6.07,c,h,n,f,e,,w,13.87,13.61,,s,n,u,w,f,f,,d,u
e,15.57,x,y,n,t,e,,w,10.33,17.53,,,w,,,t,,,g,a
e,15.1,x,e,n,t,e,,w,10.17,17.37,,,w,,,t,,,g,a
p,8.97,x,h,r,f,,c,w,11.08,15.27,,,w,u,w,t,p,,d,u
p,6.77,x,h,r,f,,c,w,10.49,12.7,,,w,u,w,t,p,,d,a
e,2.37,x,,u,f,,d,u,5.64,4.86,,,w,,,f,f,,d,u
e,2.43,f,y,n,f,a,d,p,6.78,3.96,,i,n,,,f,f,,l,a
e,1.88,s,y,n,f,a,d,p,5.6,3.31,,i,n,,,f,f,,h,u
p,12.97,x,,n,f,e,,w,11.37,15.6,,,w,u,w,t,e,,d,u
e,11.19,f,,n,t,,,w,11.78,18.6,b,,w,u,w,t,g,,d,a
e,2.89,x,,u,f,,d,u,7.46,4.84,,,w,,,f,f,,d,w
p,8.52,x,g,n,f,e,,w,7.51,15.31,,y,w,u,w,t,p,,d,a
e,5.22,c,h,n,f,e,,w,10.97,11.17,,s,n,u,w,f,f,,d,a
p,12.37,x,h,e,f,e,,w,17.17,17.64,s,y,w,u,w,t,p,,d,a
e,7.32,x,t,n,f,e,,w,13.19,13.26,,s,w,u,w,f,f,,d,a
p,3.81,x,y,y,f,a,,w,6.25,3.76,,y,n,,,t,r,,d,u
e,13.63,x,e,n,t,e,,w,9.16,16.09,,,w,,,t,,,d,a
p,3.67,x,y,y,f,a,,w,5.67,3.36,,y,y,,,t,r,,g,u
p,13.84,x,,g,f,e,,w,11.38,19.44,,,w,u,w,t,g,,d,a
e,18.15,p,y,n,f,,,w,24.41,21.06,s,,n,,,t,m,,m,u
e,11.14,x,,n,t,,,w,10.98,17.32,b,,w,u,w,t,g,,d,u
p,7.98,f,h,r,f,,c,w,11.07,15.05,,,w,u,w,t,g,,d,u
e,6.7,x,,w,f,e,,w,5.72,11.83,b,,w,u,w,t,g,,d,u
p,6.93,p,g,n,f,e,,w,9.15,18.13,,y,w,u,w,t,p,,d,a
e,2.54,x,,b,f,,d,w,6.25,4.58,,,w,,,f,f,,d,w
e,15.55,p,y,n,f,,,w,21.94,20.18,s,,n,,,t,m,,m,a
p,3.07,x,y,y,f,a,,w,5.54,3.54,,y,n,,,t,r,,g,u
p,5.62,p,g,n,f,e,,w,7.27,13.21,,y,w,u,w,t,p,,d,a
p,7.62,b,t,w,f,e,c,w,12.48,12.42,,y,w,u,w,t,l,,d,a
p,9.75,b,t,w,f,e,c,w,12.63,13.03,,y,w,u,w,t,e,,d,u
p,4.18,f,y,p,f,e,c,n,3.84,3.37,,k,w,,,t,e,,m,a
e,13.09,x,e,n,t,e,,w,9.7,16.32,,,w,,,t,,,d,a
p,7.82,b,t,w,f,e,c,w,12.82,12.17,,y,w,u,w,t,e,,d,a
e,3.13,s,y,n,f,d,d,p,7.58,3.58,,i,n,,,f,f,,h,a
e,1.91,x,,b,f,,d,u,5.34,3.8,,,w,,,f,f,,d,u
e,2.45,s,y,n,f,a,d,p,5.44,3.86,,i,n,,,f,f,,l,u
e,8.69,f,,n,t,,,w,11.52,16.72,b,,w,u,w,t,g,,d,a
e,5.03,c,t,n,f,e,,w,11.03,10.63,,s,n,u,w,f,f,,d,u
e,3.08,x,,b,f,,d,u,6.03,4.04,,,w,,,f,f,,d,a
p,7.63,b,t,w,f,e,c,w,12.54,12.99,,y,w,u,w,t,e,,d,a
e,5.13,c,t,n,f,e,,w,11.09,11.21,,s,n,u,w,f,f,,d,a
e,5.26,x,t,n,f,e,,w,11.37,11.22,,s,w,u,w,f,f,,d,a
e,17.15,x,e,n,t,e,,w,11.09,19.61,,,w,,,t,,,d,a
e,19.12,f,y,w,f,,,w,32.47,22.71,s,,n,,,t,m,,d,a
e,16.55,f,y,n,f,,,w,20.89,17.06,s,,n,,,t,m,,m,u
e,5.73,x,t,n,f,e,,w,12.54,12.8,,s,n,u,w,f,f,,d,a
p,6.81,b,t,w,f,e,c,w,11.98,12.04,,y,w,u,w,t,l,,d,u
p,6.49,x,h,r,f,,c,w,11.05,13.89,,,w,u,w,t,p,,d,a
p,13.9,x,,n,f,e,,w,11.66,19.59,,,w,u,w,t,e,,d,u
p,7.35,b,t,w,f,e,c,w,12.21,12.51,,y,w,u,w,t,e,,d,a
p,13.45,f,,g,f,e,,w,11.07,16.63,,,w,u,w,t,g,,d,a
e,9.1,f,,n,t,,,w,9.54,19.15,b,,w,u,w,t,g,,d,u
p,11.73,f,,n,f,e,,w,11.16,16.21,,,w,u,w,t,e,,d,a
e,17.94,f,y,w,f,,,w,24.58,18.74,s,,n,,,t,m,,d,a
e,7.45,x,,w,f,e,,w,5.71,11.93,b,,w,u,w,t,g,,d,a
e,5.27,c,h,n,f,e,,w,11.85,12.13,,s,w,u,w,f,f,,d,u
p,14.45,x,g,o,f,e,,w,17.26,18.05,s,y,w,u,w,t,g,,d,u
p,11.53,x,,g,f,e,,w,10.86,13.99,,,w,u,w,t,e,,d,u
e,5.7,c,h,n,f,e,,w,13.37,13.8,,s,w,u,w,f,f,,d,a
e,6.47,c,t,n,f,e,,w,12.75,12.94,,s,w,u,w,f,f,,d,a
e,6.55,x,,y,f,e,,w,6.25,13.87,b,,y,u,y,t,g,,d,u
p,15.14,x,g,o,f,e,,w,16.39,17.44,s,y,w,u,w,t,p,,d,u
p,3.62,f,y,n,f,e,c,n,4.01,3.62,,k,w,,,t,e,,d,a
e,15.13,x,e,n,t,e,,w,10.05,16.92,,,w,,,t,,,d,u
e,2.36,x,,u,f,,d,w,4.98,3.73,,,w,,,f,f,,d,u
e,10.44,f,,n,t,,,w,10.48,19.83,b,,w,u,w,t,g,,d,a
e,6.73,x,t,n,f,e,,w,12.62,13.47,,s,n,u,w,f,f,,d,a
p,8.15,b,t,w,f,e,c,w,13.8,13.26,,y,w,u,w,t,l,,d,a
p,15.44,x,g,o,f,e,,w,17.8,17.85,s,y,w,u,w,t,g,,d,w
p,3.47,x,y,n,f,a,,w,5.38,3.43,,y,y,,,t,r,,g,a
e,1.96,x,,b,f,,d,u,6.29,4.72,,,w,,,f,f,,d,u
e,12.15,f,y,w,f,,,w,20.7,17.8,s,,n,,,t,m,,m,a
p,2.33,x,y,y,f,a,,w,4.97,3.35,,y,y,,,t,r,,d,a
e,11.48,f,y,n,f,,,w,22.15,18.92,s,,n,,,t,m,,m,u
p,10.24,x,h,r,f,,c,w,11.27,16.45,,,w,u,w,t,p,,d,a
p,8.6,x,h,r,f,,c,w,11.25,16.31,,,w,u,w,t,g,,d,a
e,14.92,x,e,n,t,e,,w,9.87,17.12,,,w,,,t,,,g,u
e,5.78,c,h,n,f,e,,w,12.28,12.91,,s,w,u,w,f,f,,d,a
p,3.72,f,y,e,f,e,c,w,5.22,3.66,,k,w,,,t,e,,m,a
p,3.35,f,y,n,f,e,c,w,4.7,3.45,,k,w,,,t,e,,m,a
e,5.42,c,t,n,f,e,,w,11.33,11.91,,s,n,u,w,f,f,,d,a
p,12.67,x,,n,f,e,,w,10.92,12.48,,,w,u,w,t,g,,d,u
e,1.9,x,,b,f,,d,w,4.82,3.99,,,w,,,f,f,,d,w
p,14.62,f,g,e,f,e,,w,17.1,17.79,s,y,w,u,w,t,g,,d,a
p,8.17,f,h,r,f,,c,w,11.06,14.66,,,w,u,w,t,g,,d,a
e,8.79,f,,n,f,s,c,u,8.86,21.26,,,u,,,f,f,,d,w
e,15.25,f,y,w,f,,,w,24.43,19.17,s,,n,,,t,m,,d,u
e,2.02,s,y,n,f,d,d,p,5.96,3.51,,i,n,,,f,f,,l,u
p,17.18,f,g,e,f,e,,w,18.58,18.52,s,y,w,u,w,t,g,,d,a
e,2.62,x,,b,f,,d,w,6.2,5.05,,,w,,,f,f,,d,a
p,13.02,x,h,e,f,e,,w,17.21,15.96,s,y,w,u,w,t,p,,d,w
p,2.83,f,y,p,f,e,c,n,3.99,3.46,,k,w,,,t,e,,d,a
p,6.62,p,g,n,f,e,,w,7.25,14.93,,y,w,u,w,t,p,,d,a
p,6.57,x,g,n,f,e,,w,7.3,13.22,,y,w,u,w,t,p,,d,u
p,14.51,f,h,o,f,e,,w,16.92,17.37,s,y,w,u,w,t,g,,d,a
e,1.81,x,,b,f,,d,u,6.57,4.95,,,w,,,f,f,,d,w
e,16.57,x,e,n,t,e,,w,10.55,17.93,,,w,,,t,,,d,u
e,13.23,f,,n,t,,,w,12.87,23.74,b,,w,u,w,t,g,,d,u
p,6.45,b,t,w,f,e,c,w,11.12,11.15,,y,w,u,w,t,e,,d,a
e,1.69,x,,u,f,,d,u,5.83,3.63,,,w,,,f,f,,d,a
p,16.33,x,g,o,f,e,,w,18.86,17.93,s,y,w,u,w,t,p,,d,u
p,7.97,x,h,r,f,,c,w,11.23,15.95,,,w,u,w,t,p,,d,a
e,14.35,x,y,n,t,e,,w,8.99,16.58,,,w,,,t,,,d,u
e,22.27,p,y,w,f,,,w,28.18,21.05,s,,n,,,t,m,,d,u
p,7.83,x,g,n,f,e,,w,8.44,18.2,,y,w,u,w,t,p,,d,a
p,13.01,f,,n,f,e,,w,11.63,17.2,,,w,u,w,t,g,,d,a
e,7.61,x,,n,t,,,w,11.36,16.38,b,,w,u,w,t,g,,d,a
e,7.4,x,,w,f,e,,w,6.26,13.75,b,,w,u,y,t,g,,d,u
p,3.08,x,y,y,f,a,,w,5.52,3.52,,y,n,,,t,r,,h,u
p,12.94,f,,g,f,e,,w,10.62,15.89,,,w,u,w,t,e,,d,u
p,8.55,p,g,n,f,e,,w,8.04,15.99,,y,w,u,w,t,p,,d,a
e,10.51,f,,u,f,s,c,b,8.06,20.27,,,b,,,f,f,,l,w
p,6.82,p,g,n,f,e,,w,8.19,15.74,,y,w,u,w,t,p,,d,a
p,4.16,b,y,p,f,e,c,n,5.2,3.55,,k,w,,,t,e,,m,u
e,5.81,x,,w,f,e,,w,6.34,13.2,b,,w,u,y,t,g,,d,a
p,13.77,x,,n,f,e,,w,11.18,16.35,,,w,u,w,t,e,,d,a
e,15.9,x,e,n,t,e,,w,11.16,18.08,,,w,,,t,,,d,u
p,8.43,f,h,r,f,,c,w,10.43,13.25,,,w,u,w,t,p,,d,a
e,5.11,x,,w,f,e,,w,5.49,11.92,b,,y,u,y,t,g,,d,a
e,13.33,x,y,n,t,e,,w,9.05,16.12,,,w,,,t,,,d,a
e,6.69,x,,w,f,e,,w,5.79,12.23,b,,w,u,w,t,g,,d,u
p,14.81,f,h,o,f,e,,w,17.25,17.58,s,y,w,u,w,t,p,,d,u
e,19.54,p,y,w,f,,,w,28.23,20.88,s,,n,,,t,m,,d,a
e,13.62,x,e,n,t,e,,w,9.74,17.39,,,w,,,t,,,d,u
p,12.09,f,,n,f,e,,w,11.11,14.76,,,w,u,w,t,e,,d,a
p,6.83,p,g,n,f,e,,w,8.14,13.56,,y,w,u,w,t,p,,d,a
e,8.51,x,,n,t,,,w,9.82,15.75,b,,w,u,w,t,g,,d,u
e,5.22,c,t,n,f,e,,w,13.72,13.23,,s,n,u,w,f,f,,d,u
p,3.89,f,y,w,f,e,c,n,5.04,3.67,,k,w,,,t,e,,m,a
p,15.3,f,g,o,f,e,,w,18.11,17.92,s,y,w,u,w,t,g,,d,w
e,4.06,x,h,n,f,e,,w,10.85,9.77,,s,n,u,w,f,f,,d,u
e,14.88,x,e,n,t,e,,w,10.47,17.85,,,w,,,t,,,g,u
p,6.78,p,g,n,f,e,,w,8.13,12.51,,y,w,u,w,t,p,,d,a
p,2.99,x,y,n,f,a,,w,4.82,3.33,,y,n,,,t,r,,h,u
e,2.6,x,,b,f,,d,u,6.03,4.68,,,w,,,f,f,,d,a
p,7.85,f,h,r,f,,c,w,10.8,14.95,,,w,u,w,t,p,,d,a
p,3.13,x,y,y,f,a,,w,5.04,3.49,,y,n,,,t,r,,h,a
p,13.88,f,g,e,f,e,,w,17.74,18.46,s,y,w,u,w,t,g,,d,a
e,18.93,p,y,n,f,,,w,27.65,22.64,s,,n,,,t,m,,d,u
p,13.85,x,,g,f,e,,w,11.57,18.04,,,w,u,w,t,g,,d,a
e,2.74,f,y,n,f,a,d,p,4.27,2.5,,i,n,,,f,f,,l,u
e,2.57,s,y,n,f,a,d,p,6.09,3.77,,i,n,,,f,f,,l,a
p,5.68,x,g,n,f,e,,w,7.31,13.05,,y,w,u,w,t,p,,d,a
e,2.55,x,,b,f,,d,u,5.59,4.89,,,w,,,f,f,,d,a
e,20.06,f,y,n,f,,,w,24.64,21.18,s,,n,,,t,m,,d,u
p,7.7,b,t,w,f,e,c,w,12.2,12.29,,y,w,u,w,t,l,,d,a
p,9.04,b,t,w,f,e,c,w,13.48,13.94,,y,w,u,w,t,l,,d,a
p,7.55,b,t,w,f,e,c,w,11.45,12.11,,y,w,u,w,t,e,,d,u
p,3.02,x,y,y,f,a,,w,5.17,3.24,,y,y,,,t,r,,h,a
p,3.56,x,y,n,f,a,,w,6.03,3.61,,y,n,,,t,r,,d,a
p,6.41,b,t,w,f,e,c,w,11.83,12.36,,y,w,u,w,t,l,,d,u
p,9.42,x,h,r,f,,c,w,10.92,14.09,,,w,u,w,t,g,,d,a
e,15.79,x,y,n,t,e,,w,9.82,17.06,,,w,,,t,,,g,u
e,2.11,x,,b,f,,d,u,5.95,4.35,,,w,,,f,f,,d,w
e,3.05,x,,u,f,,d,w,6.7,5.43,,,w,,,f,f,,d,a
p,7.79,p,g,n,f,e,,w,6.63,13.46,,y,w,u,w,t,p,,d,a
e,23.22,f,y,w,f,,,w,34.04,24.43,s,,n,,,t,m,,d,u
e,1.71,s,y,n,f,d,d,p,5.75,3.11,,i,n,,,f,f,,h,a
p,17.15,x,g,o,f,e,,w,18.17,17.67,s,y,w,u,w,t,p,,d,a
p,3.61,x,y,y,f,a,,w,5.84,3.66,,y,n,,,t,r,,d,a
e,10.83,x,,n,t,,,w,12.97,18.72,b,,w,u,w,t,g,,d,u
p,6.72,b,t,w,f,e,c,w,10.68,10.74,,y,w,u,w,t,e,,d,u
e,1.0,x,,b,f,,d,w,5.74,4.58,,,w,,,f,f,,d,u
e,2.47,s,y,n,f,a,d,p,7.36,3.61,,i,n,,,f,f,,l,a
e,18.73,f,y,w,f,,,w,29.04,22.05,s,,n,,,t,m,,d,u
p,3.45,x,y,y,f,a,,w,6.01,3.6,,y,y,,,t,r,,h,a
e,7.46,x,,y,f,e,,w,6.21,13.5,b,,y,u,y,t,g,,d,u
p,14.13,f,h,e,f,e,,w,17.17,17.26,s,y,w,u,w,t,g,,d,a
p,8.89,x,g,n,f,e,,w,8.94,18.68,,y,w,u,w,t,p,,d,u
e,8.88,x,,n,t,,,w,10.67,16.95,b,,w,u,w,t,g,,d,a
e,6.32,x,,y,f,e,,w,6.58,12.52,b,,y,u,y,t,g,,d,a
e,5.5,c,t,n,f,e,,w,11.47,12.34,,s,w,u,w,f,f,,d,u
e,2.61,s,y,n,f,d,d,p,7.15,4.07,,i,n,,,f,f,,h,u
p,9.05,f,h,r,f,,c,w,11.25,18.0,,,w,u,w,t,p,,d,a
e,7.08,x,,w,f,e,,w,5.88,12.65,b,,w,u,y,t,g,,d,u
p,3.1,x,y,n,f,a,,w,4.72,3.37,,y,n,,,t,r,,g,a
p,6.31,x,g,n,f,e,,w,6.95,12.51,,y,w,u,w,t,p,,d,a
p,4.25,f,y,w,f,e,c,n,5.58,3.85,,k,w,,,t,e,,d,u
e,2.2,x,,u,f,,d,w,5.81,4.19,,,w,,,f,f,,d,w
e,5.19,x,,y,f,e,,w,5.53,11.77,b,,y,u,w,t,g,,d,a
e,4.62,x,t,n,f,e,,w,12.18,12.1,,s,w,u,w,f,f,,d,a
e,3.1,x,,b,f,,d,u,6.3,4.41,,,w,,,f,f,,d,a
p,3.91,x,y,n,f,a,,w,5.24,3.34,,y,n,,,t,r,,g,u
p,3.35,x,y,n,f,a,,w,5.66,3.68,,y,y,,,t,r,,g,a
e,2.5,x,,b,f,,d,u,5.88,4.66,,,w,,,f,f,,d,u
p,3.36,f,y,e,f,e,c,w,4.55,3.29,,k,w,,,t,e,,m,a
p,6.86,b,t,w,f,e,c,w,12.84,12.54,,y,w,u,w,t,e,,d,a
e,2.46,f,y,n,f,d,d,p,6.73,3.32,,i,n,,,f,f,,l,u
p,7.12,b,t,w,f,e,c,w,12.47,12.39,,y,w,u,w,t,l,,d,a
e,2.87,x,,b,f,,d,w,6.36,4.55,,,w,,,f,f,,d,a
e,2.93,x,,b,f,,d,w,6.65,4.82,,,w,,,f,f,,d,w
p,7.2,x,g,n,f,e,,w,6.65,12.66,,y,w,u,w,t,p,,d,u
p,7.64,x,g,n,f,e,,w,6.68,12.28,,y,w,u,w,t,p,,d,u
p,11.4,f,h,e,f,e,,w,17.22,16.78,s,y,w,u,w,t,g,,d,u
p,17.49,x,g,o,f,e,,w,18.14,17.72,s,y,w,u,w,t,g,,d,u
p,10.6,f,h,r,f,,c,w,11.35,16.53,,,w,u,w,t,g,,d,u
e,3.3,f,y,n,f,a,d,p,8.64,4.16,,i,n,,,f,f,,h,a
p,16.36,f,g,e,f,e,,w,17.37,16.85,s,y,w,u,w,t,g,,d,w
e,13.22,p,y,w,f,,,w,28.22,19.57,s,,n,,,t,m,,d,a
e,13.87,x,y,n,t,e,,w,9.03,16.77,,,w,,,t,,,d,a
p,16.05,f,h,e,f,e,,w,18.03,17.02,s,y,w,u,w,t,g,,d,u
e,12.73,x,,n,t,,,w,13.26,21.76,b,,w,u,w,t,g,,d,u
p,13.53,x,g,e,f,e,,w,16.32,18.11,s,y,w,u,w,t,g,,d,w
p,3.27,b,y,p,f,e,c,n,4.57,3.44,,k,w,,,t,e,,d,a
p,8.25,x,h,r,f,,c,w,11.4,15.96,,,w,u,w,t,g,,d,u
e,6.57,x,,y,f,e,,w,5.91,12.8,b,,y,u,y,t,g,,d,a
p,10.58,f,h,r,f,,c,w,10.98,14.36,,,w,u,w,t,p,,d,a
e,20.93,f,y,w,f,,,w,25.1,20.65,s,,n,,,t,m,,d,u
e,2.32,x,,u,f,,d,w,5.11,3.9,,,w,,,f,f,,d,a
p,2.36,b,y,n,f,e,c,w,3.19,3.12,,k,w,,,t,e,,d,u
p,9.52,f,h,r,f,,c,w,11.23,17.2,,,w,u,w,t,p,,d,a
e,5.52,x,h,n,f,e,,w,13.05,11.69,,s,w,u,w,f,f,,d,a
p,3.73,f,y,w,f,e,c,w,3.94,3.39,,k,w,,,t,e,,m,u
e,1.82,x,,b,f,,d,u,5.5,4.17,,,w,,,f,f,,d,a
p,3.83,b,y,p,f,e,c,w,4.89,3.7,,k,w,,,t,e,,m,a
p,3.19,x,y,n,f,a,,w,5.23,3.49,,y,n,,,t,r,,g,u
p,15.9,x,g,o,f,e,,w,18.43,18.45,s,y,w,u,w,t,p,,d,u
e,14.69,x,y,n,t,e,,w,9.58,15.96,,,w,,,t,,,d,a
p,8.76,x,h,r,f,,c,w,11.02,14.92,,,w,u,w,t,g,,d,u
p,16.25,f,g,e,f,e,,w,17.82,16.31,s,y,w,u,w,t,g,,d,u
e,6.21,c,h,n,f,e,,w,12.15,11.02,,s,w,u,w,f,f,,d,a
p,4.28,f,y,e,f,e,c,n,4.28,3.62,,k,w,,,t,e,,d,u
p,8.51,p,g,n,f,e,,w,8.81,20.03,,y,w,u,w,t,p,,d,u
e,2.76,x,,u,f,,d,u,6.11,4.3,,,w,,,f,f,,d,u
e,3.26,x,,b,f,,d,u,6.94,5.11,,,w,,,f,f,,d,a
p,3.4,b,y,n,f,e,c,n,4.48,3.51,,k,w,,,t,e,,m,a
e,17.93,f,y,n,f,,,w,20.65,17.85,s,,n,,,t,m,,m,a
e,3.61,x,,u,f,,d,w,6.72,5.47,,,w,,,f,f,,d,u
e,2.19,x,,u,f,,d,u,5.84,5.42,,,w,,,f,f,,d,a
p,13.56,x,g,o,f,e,,w,16.72,16.57,s,y,w,u,w,t,g,,d,a
p,8.58,f,h,r,f,,c,w,11.1,14.33,,,w,u,w,t,g,,d,u
e,15.03,f,y,n,f,,,w,20.53,17.03,s,,n,,,t,m,,d,u
e,9.19,f,,n,t,,,w,11.48,16.89,b,,w,u,w,t,g,,d,a
e,1.97,x,,u,f,,d,u,7.04,4.37,,,w,,,f,f,,d,w
e,5.81,x,t,n,f,e,,w,12.13,12.65,,s,n,u,w,f,f,,d,a
p,6.76,x,g,n,f,e,,w,8.0,14.44,,y,w,u,w,t,p,,d,u
e,23.61,p,y,n,f,,,w,30.48,21.82,s,,n,,,t,m,,m,a
e,7.41,x,,y,f,e,,w,6.08,12.97,b,,w,u,y,t,g,,d,a
p,11.42,x,,g,f,e,,w,10.99,13.34,,,w,u,w,t,g,,d,u
e,14.6,x,y,n,t,e,,w,10.28,17.19,,,w,,,t,,,g,u
e,2.07,s,y,n,f,a,d,p,6.52,3.14,,i,n,,,f,f,,l,a
p,6.41,b,t,w,f,e,c,w,13.24,12.61,,y,w,u,w,t,l,,d,a
e,6.4,x,h,n,f,e,,w,12.78,13.44,,s,w,u,w,f,f,,d,u
p,9.06,f,h,r,f,,c,w,11.14,16.34,,,w,u,w,t,p,,d,a
p,2.91,x,y,n,f,a,,w,5.47,3.49,,y,n,,,t,r,,h,u
e,10.09,x,,n,t,,,w,11.24,18.78,b,,w,u,w,t,g,,d,u
e,1.77,x,,b,f,,d,u,5.83,3.9,,,w,,,f,f,,d,u
e,2.97,x,,u,f,,d,w,7.01,4.97,,,w,,,f,f,,d,a
p,11.56,x,,n,f,e,,w,10.46,13.92,,,w,u,w,t,g,,d,u
p,13.07,f,,g,f,e,,w,10.91,14.09,,,w,u,w,t,e,,d,a
e,15.33,x,y,n,t,e,,w,10.8,17.95,,,w,,,t,,,d,a
e,13.39,x,y,n,t,e,,w,8.98,15.89,,,w,,,t,,,g,a
p,2.96,f,y,n,f,e,c,w,3.59,3.39,,k,w,,,t,e,,d,a
e,11.29,f,,n,t,,,w,12.79,20.22,b,,w,u,w,t,g,,d,a
e,6.46,x,,y,f,e,,w,6.12,13.25,b,,w,u,y,t,g,,d,u
e,3.53,x,,u,f,,d,w,6.99,4.51,,,w,,,f,f,,d,a
e,5.7,x,,y,f,e,,w,6.05,11.88,b,,w,u,w,t,g,,d,a
e,15.34,x,y,n,t,e,,w,9.56,16.94,,,w,,,t,,,g,u
e,2.73,s,y,n,f,a,d,p,8.19,3.46,,i,n,,,f,f,,h,a
e,16.12,f,y,w,f,,,w,25.81,21.19,s,,n,,,t,m,,m,u
e,2.72,x,,u,f,,d,w,6.42,4.6,,,w,,,f,f,,d,u
p,7.16,x,g,n,f,e,,w,7.34,13.09,,y,w,u,w,t,p,,d,a
p,17.9,x,h,e,f,e,,w,19.26,19.66,s,y,w,u,w,t,g,,d,a
p,7.99,b,t,w,f,e,c,w,12.25,12.64,,y,w,u,w,t,l,,d,u
p,11.77,f,,n,f,e,,w,10.97,14.38,,,w,u,w,t,e,,d,u
e,2.69,f,y,n,f,d,d,p,7.34,3.39,,i,n,,,f,f,,l,a
p,11.96,x,,n,f,e,,w,11.08,16.36,,,w,u,w,t,e,,d,a
e,9.94,f,,n,t,,,w,9.49,13.59,b,,w,u,w,t,g,,d,a
p,6.05,x,h,r,f,,c,w,10.62,13.16,,,w,u,w,t,g,,d,a
e,16.58,f,y,w,f,,,w,21.37,17.57,s,,n,,,t,m,,m,u
p,3.3,x,y,y,f,a,,w,5.01,3.35,,y,n,,,t,r,,g,u
p,3.8,x,y,n,f,a,,w,6.38,3.54,,y,y,,,t,r,,d,a
p,3.85,b,y,e,f,e,c,w,4.15,3.35,,k,w,,,t,e,,d,a
p,2.71,x,y,n,f,a,,w,5.25,3.39,,y,n,,,t,r,,g,u
p,1.98,x,y,n,f,a,,w,5.16,3.35,,y,n,,,t,r,,h,u
e,5.91,c,t,n,f,e,,w,12.88,13.03,,s,w,u,w,f,f,,d,a
e,17.91,p,y,w,f,,,w,24.78,22.76,s,,n,,,t,m,,m,u
p,4.73,x,y,n,f,a,,w,5.52,3.51,,y,y,,,t,r,,h,u
e,2.0,x,,b,f,,d,u,5.83,4.99,,,w,,,f,f,,d,w
e,21.16,f,y,n,f,,,w,25.98,20.01,s,,n,,,t,m,,d,a
p,3.07,x,y,y,f,a,,w,5.25,3.53,,y,y,,,t,r,,h,u
e,18.3,f,y,w,f,,,w,22.98,20.03,s,,n,,,t,m,,m,a
p,8.94,f,h,r,f,,c,w,10.97,16.05,,,w,u,w,t,p,,d,u
e,18.86,f,y,w,f,,,w,25.84,19.59,s,,n,,,t,m,,d,u
e,15.46,x,y,n,t,e,,w,10.16,18.65,,,w,,,t,,,d,a
e,10.13,x,,n,t,,,w,11.53,15.19,b,,w,u,w,t,g,,d,a
p,14.95,x,g,e,f,e,,w,18.38,17.31,s,y,w,u,w,t,g,,d,w
e,20.43,p,y,n,f,,,w,25.27,19.9,s,,n,,,t,m,,d,u
e,7.5,x,,y,f,e,,w,6.61,13.28,b,,w,u,y,t,g,,d,u
e,15.22,x,y,n,t,e,,w,9.7,17.75,,,w,,,t,,,d,a
e,6.46,x,,w,f,e,,w,6.42,13.03,b,,w,u,w,t,g,,d,u
p,9.63,f,h,r,f,,c,w,11.33,17.38,,,w,u,w,t,g,,d,a
e,20.98,f,y,w,f,,,w,32.19,23.38,s,,n,,,t,m,,d,a
p,4.97,f,y,e,f,e,c,w,5.57,3.77,,k,w,,,t,e,,d,u
p,6.96,x,g,n,f,e,,w,7.94,13.3,,y,w,u,w,t,p,,d,u
e,1.35,x,,b,f,,d,u,5.8,4.02,,,w,,,f,f,,d,a
p,2.75,b,y,e,f,e,c,n,4.83,3.35,,k,w,,,t,e,,d,u
p,13.63,x,h,e,f,e,,w,16.6,16.52,s,y,w,u,w,t,p,,d,u
p,18.02,f,g,o,f,e,,w,18.55,18.32,s,y,w,u,w,t,p,,d,w
e,2.48,x,,b,f,,d,w,6.78,5.09,,,w,,,f,f,,d,a
p,6.49,b,t,w,f,e,c,w,12.49,12.51,,y,w,u,w,t,l,,d,u
e,2.5,s,y,n,f,a,d,p,6.76,3.66,,i,n,,,f,f,,h,u
p,8.74,b,t,w,f,e,c,w,11.94,12.79,,y,w,u,w,t,l,,d,a
p,3.28,x,y,n,f,a,,w,5.8,3.52,,y,n,,,t,r,,d,a
e,3.29,x,,b,f,,d,w,6.15,4.91,,,w,,,f,f,,d,u
e,14.83,x,e,n,t,e,,w,10.47,17.12,,,w,,,t,,,g,u
p,3.67,x,y,n,f,a,,w,5.37,3.52,,y,y,,,t,r,,g,u
e,2.71,f,y,n,f,a,d,p,6.09,3.64,,i,n,,,f,f,,h,u
e,1.18,f,y,n,f,d,d,p,2.63,1.98,,i,n,,,f,f,,h,a
e,2.43,s,y,n,f,a,d,p,7.64,3.81,,i,n,,,f,f,,h,u
p,6.75,x,g,n,f,e,,w,7.34,14.83,,y,w,u,w,t,p,,d,a
e,6.26,x,h,n,f,e,,w,10.94,12.18,,s,n,u,w,f,f,,d,u
e,4.76,c,h,n,f,e,,w,11.3,11.41,,s,w,u,w,f,f,,d,a
e,5.98,x,t,n,f,e,,w,11.94,12.66,,s,n,u,w,f,f,,d,u
p,8.18,b,t,w,f,e,c,w,12.42,12.46,,y,w,u,w,t,l,,d,u
e,14.78,x,e,n,t,e,,w,9.77,15.31,,,w,,,t,,,d,u
e,2.38,s,y,n,f,a,d,p,7.66,3.27,,i,n,,,f,f,,h,u
e,17.65,p,y,n,f,,,w,19.3,19.8,s,,n,,,t,m,,m,u
